order_number,orderDate,Item Name,Quantity,ProductPrice,Totalproducts
21059,2020-11-15 04:32:03,Betty Crocker,8,56.01,19
78454,2017-11-07 02:15:38,Bel Group,2,21.21,16
51514,2021-07-15 10:29:06,Cobblestone,3,18.81,3
45767,2021-05-10 10:09:03,Nutella,7,78.29,11
92722,2021-02-05 12:49:20,LEonidas,4,40.31,20
37947,2018-11-16 03:34:07,Bel Group,4,72.43,20
53126,2019-10-12 17:54:13,Tic Tac,8,94.20,21
50286,2018-02-13 20:49:36,Dunkin' Donuts,4,60.13,16
95358,2020-12-27 19:06:43,Vitta Foods,7,88.02,23
54174,2016-04-01 07:34:50,Subway,2,61.61,14
72272,2018-08-17 04:34:12,Wendy's,6,31.96,14
85382,2020-08-22 13:52:44,Andy Capp's fries,8,63.18,8
11381,2021-09-13 20:24:11,Domino,1,33.97,10
53219,2020-10-14 22:39:48,McDonald's,6,27.90,21
38717,2018-10-22 20:32:55,Bewley's,5,46.81,5
50265,2018-11-24 09:21:21,Bewley's,5,78.37,22
99718,2017-07-29 07:38:55,Kinder,8,90.05,8
3616,2019-02-08 16:27:51,Sun-Pat,1,36.46,13
99277,2019-05-07 11:47:48,Kinder,4,61.30,3
97351,2021-03-11 20:09:42,Nesquik,2,27.60,26
94119,2019-04-16 08:33:08,Vitta Foods,7,94.48,21
70003,2017-02-03 07:55:44,Burger King,7,51.81,26
65329,2017-03-18 13:58:16,Dr. Oetker,6,57.74,22
47663,2020-09-27 17:33:30,Burger King,2,92.65,24
27960,2018-08-24 02:33:22,Heinz,6,94.39,9
35055,2019-11-02 10:41:14,Bewley's,9,41.28,28
33617,2017-02-22 04:42:15,Starbucks,5,75.41,10
26201,2021-01-01 19:56:37,Red Lobster,1,5.61,14
58705,2020-02-08 04:27:24,Magnum,4,5.30,22
48675,2020-08-08 14:38:31,Carib Brewery,3,40.29,14
34967,2020-10-30 12:04:01,McDonald's,8,48.06,2
65278,2021-06-16 17:47:24,Dunkin' Donuts,1,73.30,13
53715,2018-05-31 10:38:49,Cheetos,2,20.42,16
94771,2020-02-11 16:08:08,Betty Crocker,2,11.42,26
3573,2021-03-29 22:15:07,Taco Bell,9,83.23,25
6901,2019-02-13 01:50:55,KFC,4,87.22,16
29017,2019-07-27 00:29:06,Vitta Foods,2,65.65,19
47059,2021-06-05 06:22:24,Dunkin' Donuts,4,19.52,8
48484,2018-04-15 21:32:29,Burger King,6,87.18,6
39211,2017-10-02 19:51:37,Burger King,8,47.15,5
37098,2018-01-29 03:34:25,Baskin robbins,3,69.43,9
50333,2017-03-21 07:56:04,Starbucks,6,50.00,20
34627,2017-12-04 10:26:15,Dr. Oetker,1,43.74,28
80381,2021-09-30 00:21:54,Baskin robbins,2,37.11,10
19603,2021-06-11 09:52:42,Olymel,9,91.79,21
77324,2018-01-15 10:28:48,Kinder,9,73.32,8
9999,2020-10-18 21:26:29,Papadopoulos,2,98.03,27
68318,2017-09-20 08:38:29,Burger King,9,57.72,3
22522,2016-10-22 14:00:13,Domino,5,54.52,25
23767,2018-11-24 00:50:15,Pizza Hut,9,97.38,6
98742,2021-09-11 20:50:03,Cheetos,9,80.97,12
14610,2017-12-22 22:14:02,Vitta Foods,2,93.22,2
2030,2019-11-18 10:09:42,Olymel,3,53.38,4
44520,2021-06-24 03:32:05,Bel Group,3,77.94,21
50041,2020-03-15 12:06:43,Starbucks,5,79.81,9
19561,2016-04-14 17:20:10,Cobblestone,5,72.12,25
23037,2018-07-29 09:51:57,Red Lobster,2,46.13,23
69861,2018-06-15 22:28:32,Secret Recipe,1,35.41,24
69653,2018-09-30 16:04:54,Wonder Bread,2,82.36,22
75503,2019-03-08 14:04:30,Kits,3,69.13,15
73631,2016-04-11 14:01:36,Betty Crocker,1,28.79,25
23556,2016-12-02 06:18:10,Betty Crocker,7,35.92,17
4259,2018-01-04 01:22:02,Dr. Oetker,7,90.95,14
1779,2018-06-14 04:52:05,Dunkin' Donuts,8,68.45,5
33167,2021-05-25 00:28:31,M&M Food Market,3,35.89,22
34107,2021-08-04 17:33:29,Wonder Bread,9,28.99,13
1259,2016-12-16 06:18:51,Magnum,9,42.21,15
94198,2016-04-09 20:45:15,Nesquik,3,59.83,13
92232,2018-07-18 00:11:08,Kits,6,64.38,20
68387,2019-03-24 15:58:09,Dr. Oetker,6,70.61,21
64680,2020-11-08 02:21:48,Subway,1,97.30,11
8120,2018-03-21 09:32:31,LEonidas,2,12.16,23
16162,2017-11-08 00:30:50,Wonder Bread,4,89.61,3
51563,2019-09-01 22:06:46,Nesquik,3,64.37,25
1611,2020-01-11 07:00:36,Secret Recipe,2,14.45,17
1453,2018-12-27 12:48:33,Cobblestone,8,61.51,12
92682,2016-12-22 08:12:51,Domino,4,33.75,13
27360,2019-02-01 16:17:47,Cheetos,9,2.88,16
28977,2017-05-27 09:02:05,Wendy's,1,17.53,14
30958,2020-02-22 02:56:55,Knorr,3,13.14,5
90043,2020-09-11 08:01:18,Cheetos,8,24.00,3
35573,2020-09-02 16:57:08,Doritos,7,33.12,25
37367,2017-06-26 17:17:07,LEonidas,4,77.35,27
15769,2021-02-03 19:42:38,McDonald's,8,41.71,17
23391,2021-01-10 03:25:06,Papadopoulos,9,16.80,7
11559,2016-01-03 22:17:47,Dunkin' Donuts,1,7.88,22
8864,2016-01-10 20:03:56,McDonald's,9,98.32,19
81389,2017-12-06 13:30:37,Papadopoulos,1,35.18,18
57985,2017-07-08 22:06:50,Dr. Oetker,8,57.91,28
47780,2020-10-29 11:57:31,Nabisco,9,10.48,18
58534,2016-01-02 18:09:25,Betty Crocker,4,48.65,9
54339,2020-01-04 20:15:10,Magnum,1,75.19,23
62421,2018-02-21 01:19:10,Applebee's,8,64.98,12
54177,2016-02-17 19:32:02,LEonidas,4,81.67,3
75147,2018-04-28 21:37:27,Heinz,9,26.78,20
19112,2017-05-03 20:40:00,Red Lobster,9,50.96,13
97195,2020-07-12 11:14:44,Papadopoulos,8,33.22,17
39334,2017-05-05 01:07:03,Nabisco,5,45.86,11
6402,2019-04-17 19:17:13,Secret Recipe,2,17.54,24
65144,2021-07-30 19:14:05,Applebee's,9,67.87,27
96628,2019-09-08 00:11:18,Vitta Foods,2,76.62,22
77250,2018-11-06 14:34:22,Burger King,9,20.00,13
38800,2019-12-08 17:23:56,Domino,4,84.02,2
32311,2020-08-05 13:54:24,Burger King,5,65.96,8
16833,2018-03-21 12:45:03,Dr. Oetker,3,27.84,20
6733,2020-04-02 15:25:33,Secret Recipe,8,62.23,25
57342,2017-11-09 16:33:27,Applebee's,9,70.15,27
88495,2017-08-19 05:43:16,Wendy's,2,99.34,23
13201,2016-10-10 22:20:00,M&M Food Market,2,14.36,4
57883,2021-05-21 09:05:41,Knorr,6,97.30,2
26139,2019-09-12 02:52:47,Heinz,5,92.15,16
17485,2021-02-03 06:26:44,Burger King,3,40.54,25
87514,2020-08-12 07:02:22,Vitta Foods,8,13.03,13
37117,2016-12-17 15:17:31,McDonald's,1,10.53,7
10633,2017-03-09 22:48:56,Soprole,6,95.34,8
52113,2017-06-17 09:26:10,Cheetos,3,7.51,24
91658,2018-04-04 20:42:11,Wendy's,2,97.91,8
40531,2017-06-04 19:18:45,Andy Capp's fries,8,52.08,19
33655,2021-05-16 17:45:54,Nesquik,7,25.10,2
20829,2021-11-02 13:41:18,Soprole,3,26.61,27
54315,2019-12-17 00:05:51,Subway,4,12.66,15
67287,2020-08-19 22:50:29,Wendy's,6,13.79,2
27168,2021-07-03 19:50:03,Wonder Bread,7,15.99,2
36230,2019-04-03 20:08:07,Andy Capp's fries,8,67.89,18
73118,2019-09-26 13:35:22,Burger King,1,72.20,9
11007,2017-03-14 10:32:40,M&M Food Market,8,19.04,13
61145,2017-05-29 02:36:09,Nesquik,9,83.71,24
14541,2021-08-09 04:09:20,Sun-Pat,4,28.46,18
39470,2021-07-31 21:40:56,Dr. Oetker,1,34.44,15
85599,2020-02-08 14:26:02,McDonald's,5,94.43,8
52776,2017-02-26 00:21:10,Dr. Oetker,9,30.20,2
25453,2019-03-11 16:24:03,Andy Capp's fries,3,42.66,1
2846,2019-04-20 08:11:58,Domino,3,77.12,24
11740,2018-06-10 18:11:06,Olymel,9,58.51,23
17122,2020-10-19 02:23:16,Secret Recipe,9,21.37,11
20353,2016-08-23 06:25:14,Vitta Foods,8,81.37,21
82435,2017-04-27 03:21:55,Knorr,7,51.29,25
72784,2020-03-31 20:51:49,Red Lobster,4,98.91,19
45843,2016-10-03 08:44:38,Applebee's,2,39.94,5
38237,2016-10-12 04:46:57,KFC,6,77.44,13
60375,2018-11-18 20:29:38,Cheetos,2,41.59,2
53715,2020-12-06 20:42:16,Doritos,8,41.69,27
70308,2017-12-15 12:09:29,M&M Food Market,5,12.89,26
56238,2019-12-08 12:28:04,Vitta Foods,3,88.10,6
78781,2020-04-19 18:53:36,Taco Bell,3,49.51,8
11242,2017-06-04 01:29:43,Subway,9,74.00,2
95306,2016-08-27 11:41:28,Tic Tac,3,40.63,9
47025,2021-08-24 06:30:09,Vitta Foods,5,65.53,27
34919,2016-04-03 13:36:47,Secret Recipe,6,4.74,23
3910,2018-11-22 20:03:13,Andy Capp's fries,2,10.41,21
24838,2021-01-16 19:12:48,Dr. Oetker,9,55.33,22
72621,2017-09-20 04:03:41,Nutella,5,89.89,5
27535,2017-08-12 14:49:16,Applebee's,1,25.28,14
75958,2018-09-19 05:47:42,McDonald's,2,39.79,19
38124,2016-04-25 15:57:04,Bewley's,3,82.33,9
16003,2017-11-17 04:14:28,Vitta Foods,2,99.91,24
7597,2020-02-16 05:50:00,Bel Group,1,41.33,7
70862,2016-11-01 02:14:46,Red Lobster,6,68.75,16
68612,2017-07-20 20:57:19,Domino,3,97.31,21
29620,2017-03-19 10:56:34,Andy Capp's fries,8,82.96,23
67542,2021-04-16 11:07:36,Wendy's,2,93.45,8
38598,2019-02-12 05:22:09,Heinz,8,29.52,16
98864,2016-07-16 01:34:54,McDonald's,7,16.66,4
41870,2020-07-05 16:56:51,Heinz,8,78.35,10
22938,2018-01-16 11:03:21,Betty Crocker,9,9.79,22
87964,2019-02-08 06:23:48,LEonidas,8,89.18,4
33300,2016-06-08 05:19:50,Sun-Pat,8,29.50,11
3258,2016-02-19 21:11:20,Dunkin' Donuts,6,4.22,5
53436,2019-08-06 07:52:14,Starbucks,5,32.11,9
97269,2021-04-11 13:14:58,Dr. Oetker,1,19.19,21
94070,2020-01-19 12:25:44,Tic Tac,6,11.04,6
1734,2020-09-08 15:01:34,Soprole,7,37.09,27
16264,2019-01-18 03:13:23,Baskin robbins,4,66.19,6
56000,2018-04-28 18:28:13,Knorr,1,91.13,11
28331,2018-02-26 05:55:16,Olymel,3,57.66,8
42442,2020-04-14 01:14:35,Burger King,5,35.02,18
42228,2021-08-12 20:50:36,Sun-Pat,9,20.78,21
67782,2020-10-23 05:42:40,Heinz,3,23.93,7
90234,2021-03-09 22:54:46,Knorr,3,58.87,23
32828,2020-02-21 20:30:57,Cobblestone,5,42.31,19
21396,2016-03-29 17:54:35,M&M Food Market,5,37.54,23
17400,2017-10-18 09:48:42,Taco Bell,9,96.06,23
30959,2018-05-04 07:58:24,Vitta Foods,9,71.74,11
32613,2021-01-11 20:15:00,Tic Tac,1,8.31,5
33570,2021-08-06 00:04:37,Wendy's,3,8.78,12
37700,2018-12-20 07:30:21,Magnum,7,78.50,18
67748,2020-09-13 14:11:28,Secret Recipe,4,15.79,25
43682,2021-04-13 14:52:27,Lavazza,4,24.34,12
68219,2021-02-06 21:18:58,Magnum,5,39.90,6
13570,2017-12-05 12:40:29,Papadopoulos,3,83.58,10
62114,2016-12-13 06:54:58,Cheetos,8,46.04,1
44439,2018-12-15 09:06:56,Magnum,8,31.19,19
80828,2016-02-05 05:35:43,Nesquik,4,95.38,27
3571,2019-03-12 14:01:46,Papadopoulos,6,98.31,15
96316,2016-04-29 07:52:44,Sun-Pat,9,44.73,20
65537,2016-03-13 14:54:30,M&M Food Market,9,66.18,25
14050,2021-04-22 01:07:58,Starbucks,8,42.32,13
22045,2021-04-25 22:40:41,Bewley's,7,34.83,4
22029,2021-05-28 04:40:16,Applebee's,9,73.50,6
59044,2021-07-18 18:25:22,Kits,9,22.90,25
77560,2018-11-07 02:18:28,Bewley's,1,93.20,22
91602,2019-07-15 18:05:40,Red Lobster,7,38.83,28
98708,2016-09-30 20:09:49,Subway,1,54.30,18
76656,2018-10-24 09:57:19,Soprole,8,91.20,15
93160,2021-10-04 11:43:15,Applebee's,2,70.74,5
39115,2019-08-15 08:54:51,Dunkin' Donuts,6,94.45,6
64603,2019-01-29 14:33:00,Domino,2,84.74,27
40592,2020-07-19 03:18:03,Wendy's,6,18.88,25
16584,2018-06-02 18:08:15,Dr. Oetker,1,51.09,20
16093,2021-03-07 10:00:52,Wonder Bread,4,94.73,24
81438,2017-08-15 21:47:45,Sun-Pat,5,7.85,25
4425,2018-06-07 01:35:02,Nabisco,7,49.30,24
34112,2019-12-28 17:03:47,Papadopoulos,3,16.42,19
67120,2019-12-14 09:03:02,Starbucks,5,98.37,18
70384,2016-04-08 14:13:38,Bewley's,8,85.95,19
68161,2021-02-08 14:52:28,Baskin robbins,5,88.00,7
30552,2017-10-09 14:12:11,Pizza Hut,9,98.55,5
77712,2020-05-30 02:39:08,Subway,1,51.40,2
70332,2018-10-04 04:45:57,Heinz,1,55.56,26
35801,2019-05-18 22:08:20,Wonder Bread,4,44.03,9
76196,2020-12-09 06:47:51,KFC,7,95.73,6
11297,2016-02-26 11:56:31,Knorr,1,86.23,11
33404,2018-07-31 09:38:47,Red Lobster,7,95.32,21
87733,2019-07-26 10:07:17,Tic Tac,2,40.89,2
4886,2016-07-02 18:21:47,Cobblestone,1,4.60,15
29696,2019-04-10 04:38:56,Cobblestone,4,65.98,19
17429,2020-10-17 14:58:19,McDonald's,6,36.64,19
66424,2020-04-05 22:11:20,Nabisco,6,6.83,14
11973,2020-05-08 08:48:27,Cobblestone,4,81.15,28
45111,2019-02-02 09:13:51,Nabisco,5,82.03,9
76465,2020-05-08 08:54:50,LEonidas,6,99.29,21
69937,2018-03-18 18:29:33,Burger King,5,80.52,1
9963,2020-06-08 04:40:13,Baskin robbins,3,74.32,4
78127,2020-10-02 00:31:42,Pizza Hut,4,42.96,25
73392,2018-06-20 11:26:16,Kits,7,90.65,13
76874,2019-12-07 06:02:12,Wendy's,5,70.69,20
26001,2021-01-16 15:10:55,Starbucks,4,28.76,6
8029,2016-04-06 18:37:16,Andy Capp's fries,3,75.39,5
42806,2018-06-07 01:52:21,Nesquik,5,96.32,20
83624,2019-11-30 16:15:37,Starbucks,7,35.50,11
70247,2018-08-30 03:27:21,Soprole,8,66.76,16
77813,2020-08-30 06:32:17,Knorr,7,78.81,24
38959,2018-06-05 21:03:20,Wonder Bread,3,55.99,12
92438,2021-04-23 05:01:26,Vitta Foods,3,61.50,18
28112,2021-01-13 04:46:55,Kinder,4,18.97,23
11209,2021-09-13 11:40:00,Subway,5,8.11,27
39701,2017-08-26 15:22:36,Starbucks,5,29.08,9
56499,2017-01-04 06:10:32,Papadopoulos,2,16.11,9
5109,2016-12-19 13:12:17,Vitta Foods,4,57.01,5
46617,2017-03-31 11:32:14,Applebee's,2,82.16,2
50872,2016-07-17 01:38:13,KFC,7,35.12,14
8247,2018-02-17 21:47:54,Nabisco,7,46.07,19
50529,2021-10-10 05:54:50,Lavazza,7,73.93,16
34375,2018-05-02 22:03:47,KFC,1,92.96,11
27930,2016-03-29 10:32:05,Nesquik,3,67.61,1
30833,2020-05-22 16:30:32,Papadopoulos,8,17.79,25
25257,2021-08-30 09:33:07,Andy Capp's fries,4,88.00,28
14962,2020-07-14 11:42:22,Domino,5,71.82,22
9345,2016-02-05 02:54:15,M&M Food Market,6,47.50,8
12573,2021-07-02 02:04:06,Secret Recipe,6,86.41,12
72074,2018-04-13 15:38:51,Papadopoulos,3,3.12,3
98642,2016-09-19 07:02:47,Nabisco,8,48.31,16
3234,2021-06-11 08:43:50,Red Lobster,6,41.60,2
81873,2020-01-08 06:24:02,Doritos,4,46.04,21
34302,2019-10-14 07:24:17,Applebee's,6,9.27,25
46803,2016-12-24 12:51:23,Heinz,1,92.79,19
89137,2021-01-26 09:03:16,Secret Recipe,8,91.00,3
87471,2018-05-09 09:35:11,Pizza Hut,6,96.43,25
61266,2019-05-17 02:42:35,Dunkin' Donuts,2,42.01,7
68790,2018-07-13 15:22:48,Cheetos,3,28.12,28
17774,2020-01-16 01:10:00,Kits,7,94.67,1
21399,2016-04-16 11:55:03,Cobblestone,7,68.45,18
17569,2018-05-31 20:45:24,Domino,7,7.76,21
15712,2017-12-03 19:27:40,Nutella,5,94.70,16
91738,2017-03-03 17:00:01,Dunkin' Donuts,9,72.31,15
74352,2019-04-06 18:29:48,Betty Crocker,8,30.75,16
33000,2020-01-15 03:56:50,Starbucks,2,4.24,4
81252,2020-09-16 22:53:42,Vitta Foods,7,89.73,22
50555,2016-02-16 16:15:57,M&M Food Market,5,35.63,27
15143,2017-04-18 04:08:12,Nabisco,1,79.13,5
43006,2021-06-14 10:11:41,KFC,6,89.77,24
10319,2021-03-29 12:57:03,Secret Recipe,9,91.96,8
37105,2021-02-17 08:18:58,M&M Food Market,6,82.69,14
94305,2021-03-18 17:34:21,LEonidas,5,54.55,2
2502,2019-09-02 12:47:49,Bel Group,7,22.07,26
28599,2016-09-08 18:51:46,Taco Bell,5,17.19,4
33624,2020-06-25 04:17:53,Red Lobster,2,96.61,14
75561,2018-06-20 08:55:14,Bewley's,3,58.47,21
92380,2018-06-04 17:45:11,Magnum,1,87.79,23
4424,2018-04-28 07:26:41,Bel Group,4,27.88,18
13188,2020-02-26 13:34:09,Tic Tac,7,87.62,2
25875,2021-09-12 15:27:10,Nutella,1,43.09,3
15213,2017-07-09 03:48:26,Lavazza,1,89.22,28
33062,2016-03-31 15:50:35,Nabisco,8,16.60,10
6863,2017-02-22 05:44:32,Kits,7,86.26,23
24976,2021-11-25 03:48:28,Tic Tac,5,77.13,23
78047,2021-02-21 14:37:42,Red Lobster,3,81.85,28
10557,2021-02-10 18:44:01,KFC,1,42.25,11
64449,2017-04-16 14:26:44,Cobblestone,8,87.37,21
68950,2016-04-22 00:47:33,Olymel,5,62.02,10
79644,2021-05-12 00:17:40,Pizza Hut,2,42.79,15
85990,2016-09-13 11:44:09,Taco Bell,3,21.87,12
34016,2018-05-26 09:06:16,Kinder,8,99.18,24
40749,2018-04-23 08:54:34,Bewley's,2,34.74,11
14563,2018-10-03 01:50:52,LEonidas,5,26.64,1
95026,2018-01-14 16:37:00,Pizza Hut,5,88.01,19
52803,2017-02-13 04:57:07,Cheetos,7,59.16,13
35162,2021-05-25 10:29:15,Tic Tac,3,58.22,20
50411,2019-07-26 08:11:51,Kits,6,74.90,6
26640,2017-12-10 06:06:50,KFC,3,12.72,12
83390,2021-09-09 01:12:38,Kinder,9,24.37,4
6654,2021-04-21 15:18:08,Nutella,8,4.08,2
81456,2021-11-10 15:57:10,Wendy's,6,36.65,9
62179,2017-04-30 19:48:51,Taco Bell,5,15.52,24
17381,2018-07-12 08:45:08,Lavazza,7,98.95,27
11872,2017-04-27 00:38:35,Knorr,3,12.04,18
43209,2019-03-18 13:04:30,Knorr,1,84.43,18
40303,2020-02-27 11:14:53,Pizza Hut,6,89.82,23
34831,2019-09-05 09:42:11,Wonder Bread,2,21.20,2
25067,2018-06-18 01:52:24,Sun-Pat,8,30.24,9
32534,2020-12-12 12:20:31,Wonder Bread,7,77.74,7
22140,2018-05-13 06:14:17,Heinz,2,84.86,4
63014,2020-12-31 14:23:21,Applebee's,6,61.82,8
53222,2017-12-24 14:30:28,McDonald's,1,6.18,23
66780,2018-07-23 10:58:48,Knorr,2,84.58,18
47630,2016-02-01 09:07:40,Cheetos,2,17.97,16
79136,2016-10-03 21:27:40,Starbucks,7,75.74,23
73796,2016-08-17 14:04:27,Olymel,4,64.57,15
84151,2020-07-27 00:12:47,Papadopoulos,9,52.83,1
30165,2021-05-30 01:37:00,Taco Bell,5,98.29,27
9542,2018-04-17 02:47:51,Lavazza,4,35.65,14
8507,2019-05-28 13:26:42,Wendy's,2,73.65,6
96574,2017-05-29 21:43:29,Magnum,1,2.06,26
70875,2018-06-19 07:37:25,Domino,7,22.33,13
15570,2019-05-12 19:20:55,Soprole,4,61.92,28
42527,2020-07-01 07:07:57,Knorr,5,36.29,2
33140,2018-02-13 06:43:46,Andy Capp's fries,3,95.01,8
34253,2021-05-05 08:12:01,Wonder Bread,4,57.79,22
48986,2018-07-15 01:05:29,KFC,1,22.64,17
97786,2017-12-01 21:16:07,Heinz,3,14.56,8
48207,2018-04-14 13:39:38,Papadopoulos,4,13.08,17
47514,2021-05-24 12:30:33,Starbucks,3,20.21,24
57111,2016-03-04 06:25:16,Wendy's,9,12.08,7
10991,2017-06-27 22:30:17,Nesquik,8,42.42,28
57539,2021-10-12 02:03:07,Kits,7,41.70,7
51371,2016-08-23 20:43:42,Domino,1,18.38,18
53379,2017-08-09 00:49:28,Red Lobster,9,6.20,14
6953,2021-02-22 17:13:15,M&M Food Market,9,24.30,7
25396,2019-06-18 08:50:43,Applebee's,4,27.79,25
2057,2019-12-17 00:46:27,Secret Recipe,9,28.58,26
15597,2020-04-06 04:14:09,Dunkin' Donuts,4,67.45,4
54472,2021-01-23 19:09:23,KFC,8,18.10,14
87039,2019-11-13 05:20:27,Wonder Bread,8,96.76,28
64303,2019-09-26 14:24:04,Papadopoulos,4,16.68,3
64129,2020-01-09 18:39:18,Dr. Oetker,8,85.39,15
42330,2020-08-19 03:05:01,McDonald's,5,83.77,22
79425,2018-04-26 20:29:28,Nutella,2,46.09,25
55279,2020-04-30 10:01:50,Olymel,8,57.03,9
58167,2021-11-10 12:14:32,Tic Tac,5,55.37,17
5654,2019-04-21 08:54:17,Bel Group,8,31.18,12
94338,2018-02-23 17:31:57,Doritos,3,16.23,24
64400,2021-05-25 18:27:11,Heinz,8,65.94,18
44414,2019-12-03 01:30:48,Applebee's,4,56.70,17
41276,2019-03-30 08:37:21,Red Lobster,3,5.27,25
54883,2017-12-03 06:31:55,Baskin robbins,7,90.71,15
42416,2016-10-18 08:33:57,Subway,3,24.70,28
33202,2020-06-26 09:37:25,Carib Brewery,5,18.09,28
57150,2020-09-06 08:04:05,Nesquik,4,55.58,20
23835,2018-09-12 19:12:11,Subway,2,81.65,3
92617,2021-11-28 07:17:31,Heinz,9,67.09,24
59979,2019-06-21 18:43:55,Sun-Pat,7,29.47,24
92124,2020-05-31 14:01:44,Tic Tac,9,23.44,5
90246,2020-04-18 11:01:03,LEonidas,5,8.53,9
22653,2020-02-08 10:43:05,Dunkin' Donuts,6,11.27,16
50858,2021-05-28 07:47:09,Olymel,4,32.54,19
86183,2020-01-01 04:54:55,Tic Tac,1,78.67,11
17093,2020-02-23 16:10:37,Nabisco,3,90.92,3
22059,2020-11-23 21:52:38,Applebee's,4,71.84,25
22435,2016-12-02 11:51:25,Taco Bell,5,52.79,7
57595,2021-03-02 09:53:23,Heinz,2,17.15,27
88012,2018-08-19 08:26:27,Kinder,7,33.26,27
48285,2018-02-12 21:47:08,Wendy's,2,86.73,3
74934,2020-08-21 02:41:31,Cobblestone,4,5.48,25
80940,2017-05-21 12:53:00,Betty Crocker,7,9.40,12
80853,2016-11-29 05:49:43,Red Lobster,9,63.75,11
62368,2017-11-18 09:03:11,Carib Brewery,4,68.90,4
62908,2020-03-02 19:24:08,Nabisco,8,3.79,11
23903,2016-08-16 10:19:17,M&M Food Market,5,27.95,10
40040,2020-08-18 06:05:14,McDonald's,8,49.71,26
43829,2016-08-06 03:17:46,Nesquik,3,83.69,15
41301,2021-06-28 19:22:09,Papadopoulos,8,10.77,17
56014,2016-06-15 16:34:42,Knorr,4,74.16,19
43202,2017-11-24 06:52:55,Baskin robbins,9,16.54,6
28064,2020-03-03 12:27:53,Cheetos,9,89.93,21
62231,2020-04-29 16:07:20,Lavazza,4,59.56,27
67183,2019-06-12 15:02:04,Carib Brewery,6,94.42,1
58238,2020-04-01 12:34:19,Knorr,5,26.66,8
88823,2019-03-16 18:26:02,Doritos,6,18.53,17
74492,2018-01-28 13:36:30,Doritos,1,53.37,24
83361,2016-02-03 10:53:08,Starbucks,2,13.79,15
84510,2016-10-14 21:18:03,Baskin robbins,8,22.99,11
47832,2018-09-24 09:49:16,Nabisco,2,92.06,18
80732,2021-10-30 20:49:25,Tic Tac,1,89.29,4
50145,2018-12-03 08:02:44,M&M Food Market,4,28.55,11
90751,2020-12-05 12:00:20,Pizza Hut,6,62.61,26
76388,2017-08-23 01:09:41,Tic Tac,3,9.88,6
5198,2021-04-12 20:50:52,Applebee's,1,37.08,20
79233,2021-02-21 08:39:43,Vitta Foods,5,87.48,2
26444,2018-10-09 06:22:22,Red Lobster,5,23.33,25
35324,2018-02-27 08:22:20,Wendy's,9,67.11,11
29156,2017-06-26 11:55:07,Starbucks,9,38.42,21
40474,2018-04-30 13:48:54,LEonidas,6,53.47,19
53792,2021-02-22 00:12:19,Burger King,5,97.32,21
5698,2020-09-02 17:06:45,Wendy's,9,34.24,14
30641,2016-06-11 18:36:28,Vitta Foods,8,56.45,22
39893,2018-05-11 04:26:49,Wonder Bread,3,32.60,20
41141,2021-07-25 00:42:39,M&M Food Market,6,48.05,26
62929,2017-09-16 06:58:21,Domino,1,41.70,11
64944,2021-07-07 11:32:19,Dunkin' Donuts,6,31.26,11
77789,2019-09-28 16:32:04,Lavazza,1,8.93,25
31584,2017-10-19 11:31:08,Nesquik,2,21.08,11
33439,2020-11-25 13:13:03,Cheetos,4,50.38,1
1685,2018-01-17 04:41:08,Applebee's,6,72.90,1
43080,2016-02-12 10:49:04,Lavazza,4,98.39,7
52645,2018-05-27 04:52:01,KFC,1,50.48,18
93863,2019-03-16 15:54:51,Vitta Foods,1,80.39,5
54316,2018-05-27 06:04:56,Secret Recipe,4,77.15,21
4672,2018-08-09 02:10:29,M&M Food Market,2,34.66,6
96195,2016-05-30 05:17:04,Starbucks,4,54.95,4
25345,2019-10-09 13:14:40,Nesquik,2,15.91,21
57943,2017-07-17 07:45:33,McDonald's,5,50.40,8
83134,2020-07-18 02:12:11,Cheetos,2,98.00,3
96148,2020-11-29 18:02:27,Wonder Bread,8,85.49,11
48351,2021-11-26 09:55:36,Doritos,7,46.72,17
43717,2021-01-11 02:40:16,Cheetos,5,39.04,6
93744,2016-11-03 02:49:44,Bewley's,5,30.30,5
64191,2019-07-29 00:01:47,Knorr,4,19.57,14
74036,2020-04-20 05:25:38,Nesquik,7,15.76,28
89242,2018-11-06 18:16:26,Cobblestone,8,57.18,25
26255,2018-08-15 03:33:55,Magnum,8,12.87,13
12256,2017-12-03 18:32:27,Red Lobster,9,69.19,19
5236,2017-11-02 11:18:16,Dr. Oetker,8,72.56,13
96054,2020-09-27 22:41:14,Secret Recipe,6,69.49,23
26804,2019-07-07 05:19:51,LEonidas,7,26.80,7
44712,2017-01-19 08:31:49,KFC,9,83.27,22
3396,2016-10-17 12:24:28,Secret Recipe,3,10.30,5
62893,2017-03-21 04:22:22,Domino,1,20.42,21
47400,2019-04-08 20:19:01,Heinz,4,47.87,9
37408,2020-06-16 09:42:46,Baskin robbins,1,83.83,16
24627,2019-07-25 21:37:36,Nabisco,9,98.14,11
88521,2020-05-08 09:33:18,Cheetos,3,22.39,20
87442,2021-02-11 04:00:47,Tic Tac,8,47.58,8
39905,2017-05-16 08:51:28,Tic Tac,6,28.70,22
79805,2018-09-11 07:29:24,Sun-Pat,4,84.40,10
89580,2020-12-22 09:07:40,Pizza Hut,4,92.81,21
44252,2019-01-20 09:51:58,Dunkin' Donuts,4,53.08,13
86082,2021-09-07 11:36:53,Burger King,5,72.59,6
